hanzi,pinyin,components,tu_hinh,y_nghia,radical,ghi_chu,,A968
写,,,"Chữ 寫 (tả) là chữ có nghĩa là 'chép lại' hay 'mô phỏng', 'di chuyển'. Chữ 寫 là hình ảnh kết hợp giữa chữ 宀 (miên - mái nhà) và chữ 舃 (tích - quạ/giày gỗ). Chữ 舃 có nghĩa là 'quạ', nhưng cổ đại cũng có nghĩa là 'giày' làm bằng gỗ. Loại giày này do các đại thần (大臣) đi khi vào chầu vua. Vì là giày đi khi vào chầu vua nên không thể tùy tiện cởi ra để ở bất cứ đâu. Do đó, sau khi cởi giày, các đại thần luôn mang giày vào trong nhà, cổ đại gọi việc này là 寫. Sau này chữ 寫 được mở rộng nghĩa 'di chuyển', nên có nghĩa là 'chép lại' hay 'mô phỏng'.",,,,,
林,,,"Chữ tượng hình phỏng theo hình dạng sự vật có thể tạo chữ nhanh nhưng hạn chế trong việc biểu hiện nhiều nghĩa khác nhau. Vì vậy, một phương pháp được nghĩ ra là kết hợp các chữ tượng hình đã có để tạo ra nghĩa mới, gọi là chữ hội ý (會意文字). Trong đó, việc kết hợp các chữ tượng hình giống nhau gọi là đồng thể hội ý (同體會意). Vì kết hợp các chữ giống nhau nên tạo hiệu quả tăng thêm nghĩa gốc. Chữ 林 (lâm) có nghĩa là 'rừng' chính là như vậy. Chữ 林 là vẽ chồng chữ 木 (mộc - gỗ) để biểu hiện nghĩa 'nhiều cây'. Chữ chỉ nơi có nhiều cây hơn chữ Lâm là chữ 森 (sâm - rậm rạp) có nghĩa là 'rậm rạp'.",,,,,
男,,,"Chữ 男 (nam) là chữ có nghĩa là 'đàn ông' hay 'con trai'. Chữ 男 là hình ảnh kết hợp giữa chữ 田 (điền - ruộng) và chữ 力 (lực - sức mạnh). Chữ 力 vẽ cái cày ruộng, có nghĩa là 'sức mạnh' hay 'dùng sức'. Chữ Nam, kết hợp chữ 田 vào chữ 力 vẽ cái cày như vậy, là vẽ ruộng và cái cày cùng nhau. Công việc nông nghiệp cổ đại hoàn toàn phụ thuộc vào sức lao động, đều là việc của đàn ông. Chữ Nam là chữ phản ánh nhận thức đó, có nghĩa là 'đàn ông', người dùng sức làm nông.",,,,,
读,,,"Chữ 讀 (độc) là chữ có nghĩa là 'đọc' hay 'hiểu'. Chữ 讀 là hình ảnh kết hợp giữa chữ 言 (ngôn - lời nói) và chữ 賣 (mại - bán). Chữ 賣 biểu hiện hình ảnh bán hàng, có nghĩa là 'bán'. Sau khi bán hàng, người ta sẽ tính toán xem kiếm được bao nhiêu. Do đó, chữ Độc, kết hợp chữ 言 vào chữ 賣 có nghĩa 'bán' như vậy, có nghĩa là đếm (言) tiền sau khi bán hàng (賣). Nghĩa 'tính toán' hay 'đếm' vẫn còn trong chữ Độc cũng là vì lẽ này. Do đó, chữ Độc ban đầu được dùng với nghĩa lẩm bẩm khi đếm tiền, nhưng sau này nghĩa này được mở rộng thành nghĩa 'đọc'.",,,,,
北,,,"Chữ 北 (bắc) là chữ có nghĩa là 'bắc' hay 'phía bắc'. Nhìn vào chữ Bắc trong giáp cốt văn, hình ảnh hai người quay lưng vào nhau được vẽ. Do đó, nghĩa gốc của chữ 北 là 'quay lưng lại' hay 'phía sau'. Tuy nhiên, sau này khi kiểu nhà ở hướng nam trở nên phổ biến, chữ Bắc có nghĩa là 'phía bắc' với ý nghĩa hướng ngược lại với hướng nam. Tức là chữ Bắc có nghĩa là 'phía bắc' từ ý nghĩa 'phía sau lưng' vì người hoặc cửa nhà đều nhìn về phía nam. Khi chữ Bắc có nghĩa là 'phía bắc' như vậy, hiện nay chữ 背 (bối/bội - lưng/quay lưng) được thêm chữ 月 (nhục nguyệt - thịt) vào để thay thế nghĩa 'quay lưng lại'.",,,,,
京,,,"Chữ 京 (kinh) là chữ có nghĩa là 'kinh đô' hay 'thủ đô', 'lớn'. Mặc dù chữ 亠 (đầu heo?) được chỉ định làm bộ thủ của chữ 京, nhưng nó không liên quan gì đến đầu heo. Nhìn vào chữ Kinh trong giáp cốt văn, tòa nhà lớn được dựng trên cột. Đây là biểu hiện của tòa nhà lớn. Do đó, nghĩa gốc của chữ 京 là 'cao' hay 'lớn'. Chữ Kinh vẽ tòa nhà cao và lớn để biểu hiện nghĩa 'cao' hay 'lớn'. Ở kinh đô nơi mọi người tụ tập, có nhiều tòa nhà lớn. Do đó, chữ Kinh sau này có nghĩa là 'kinh đô' hay 'thủ đô'.",,,,,
很,,彳、艮,"Được tạo thành từ bộ xích (彳 ☞ đi, đi khập khiễng) biểu thị ý nghĩa và chữ Cấn (艮 → Hấn) biểu thị âm đọc (gan → heun) hợp lại.",,,,,
说,,,"Chữ 說 (thuyết) là chữ có nghĩa là 'lời nói' hay 'kể chuyện'. Trong số nhiều chữ liên quan đến 'nói', chữ 說 có nghĩa 'kể chuyện' nổi bật nhất. Nhìn vào cấu tạo của chữ 說 sẽ biết lý do. Chữ 說 là hình ảnh kết hợp giữa chữ 言 và chữ 兌 (đoài - vui vẻ). Chữ 兌 vẽ hình ảnh há miệng cười, có nghĩa là 'vui vẻ'. Chữ Thuyết, kết hợp chữ 言 vào chữ 兌 vẽ hình ảnh há miệng như vậy, biểu hiện hình ảnh nói chuyện với ai đó một cách vui vẻ. Do đó, chữ 說 chủ yếu được dùng với nghĩa là 'kể chuyện' hay 'trình bày', 'vận động tranh cử' như là há miệng nói lớn.",,,,,
听,,,"Chữ 聽 (thính) là chữ có nghĩa là 'nghe' hay 'tiếp nhận'. Chữ 聽 là hình ảnh kết hợp giữa chữ 耳 (nhĩ - tai), chữ 壬 (nhâm - can chi), chữ 悳 (đức - đức hạnh). Tuy nhiên, trong giáp cốt văn, chỉ đơn thuần là chữ 耳 và hai chữ 口 (khẩu - miệng) được vẽ. Đây là biểu hiện của việc chăm chú lắng nghe lời nói của ai đó. Sau này chữ 口 bị lược bỏ, và thay vào đó chữ 悳 vẽ mắt và tim, cùng chữ 壬 được thêm vào, có nghĩa là 'người (壬) nhìn (直) nghe (耳) và cảm nhận (心)'. Mặc dù nét chữ trở nên phức tạp hơn, nhưng để biểu hiện tất cả từ nghĩa đơn thuần là 'nghe' đến 'nghe, tha thứ và xem xét', nên đã kết hợp nhiều chữ khác nhau như vậy.",,,,,
钱,,,"Chữ 錢 (tiền) là chữ có nghĩa là 'tiền' hay 'tiền tệ', 'đồng xu'. Chữ 錢 là hình ảnh kết hợp giữa chữ 金 (kim - kim loại) và chữ 戔 (tiễn - chất đống). Chữ 戔 (tiễn - chất đống) được dùng trong chữ 錢 biểu hiện hình ảnh nhiều ngọn mâu xếp chồng lên nhau, có nghĩa là 'chất đống'. Chữ Tiền ban đầu là chữ chỉ tiền đồng được đúc (엽전). Lịch sử tiền đồng bắt đầu sau khi nhà Tần thống nhất thiên hạ. Sau khi thống nhất, Tần Thủy Hoàng cho đúc tiền Bán Lượng (半兩錢), đây là loại tiền đồng hình tròn. Tiền đồng được xâu dây qua lỗ và mang theo theo bó, nên chữ 戔 có nghĩa 'chất đống' có thể nói là vừa truyền đạt ý nghĩa vừa là âm đọc.",,,,,
信,,,"Chữ 信 (tín) là chữ có nghĩa là 'tin tưởng', 'tin nhiệm'. Chữ 信 là hình ảnh kết hợp giữa chữ 人 (nhân - người) và chữ 言 (ngôn - lời nói). Tuy nhiên, nghĩa 'tin tưởng' ban đầu dùng chữ 㐰 (tín - tin tưởng) kết hợp chữ 人 và chữ 口 (khẩu - miệng). Sau đó trong tiểu triện, chữ 口 đổi thành chữ 言, tạo thành chữ 信 biểu hiện rõ ràng hơn nghĩa gốc. Lời nói của con người phải đáng tin cậy và không được dối trá. Do đó, chữ 信 được dùng với nghĩa là 'tin tưởng' hay 'tin cậy', 'tin nhiệm'.",,,,,
见,jiàn,,"Chữ 見 (kiến/hiện) là chữ có nghĩa là 'nhìn'. Chữ 見 là hình ảnh kết hợp giữa chữ 目 (mục - mắt) và chữ 儿 (nhân - người hiền). Nhìn vào chữ Kiến trong giáp cốt văn, chữ 人 (nhân - người) được vẽ với đôi mắt to. Đây là vẽ nhấn mạnh đôi mắt nhìn sự vật, biểu hiện nghĩa 'nhìn'. Tuy nhiên, trong chữ Hán, chữ 目 chủ yếu được dùng với nghĩa liên quan đến 'mắt', còn chữ 見 chủ yếu được dùng cho hành động nhìn như 'nhìn', nên tốt nhất là ghi nhớ sự khác biệt này. Ngoài ra, trước đây chữ 見 từng được dùng thay cho chữ 現 (hiện - xuất hiện), nên nó cũng có nghĩa là 'xuất hiện' hay 'được nhìn thấy'. Lúc đó phát âm là 'hiện'. Tuy nhiên, nghĩa cơ bản của chữ 見 là 'nhìn', nên khi được dùng làm bộ thủ, nó truyền đạt ý nghĩa liên quan đến 'việc nhìn' hay 'thứ được nhìn thấy'.",,觉、观、览,,,
鸡,,,"Chữ 鷄 (kê) là chữ có nghĩa là 'gà'. Chữ 鷄 là hình ảnh kết hợp giữa chữ 奚 (hề - cớ gì/gà) và chữ 鳥 (điểu - chim). Chữ 奚 vẽ hình ảnh nắm lấy búi tóc bằng tay, nhưng ở đây được ứng dụng làm mào gà. Thực ra chữ 鷄 trong giáp cốt văn trực quan hơn. Mào gà, chân và đuôi đều được mô tả rõ ràng, nên nhìn một cái là biết đây là vẽ con gà. Tuy nhiên, khi chuyển sang tiểu triện, chữ 奚 thay thế mào gà, và chữ 隹 (chuy - chim) được thêm vào, tạo thành chữ 雞 (kê - gà) có nghĩa là chim có mào. Tuy nhiên, ngay cả chữ này trong khải thư, chữ 隹 đã đổi thành chữ 鳥, nên chữ 鷄 hiện nay được dùng với nghĩa là 'gà'.",,,,,
再,,,"Chữ 再 (tái) là chữ có nghĩa là 'lặp lại' hay 'nhiều lần', 'lại'. Mặc dù chữ 冂 (quỳnh - xa) được chỉ định làm bộ thủ của chữ 再, nhưng nó không liên quan gì đến nghĩa 'xa'. Nhìn vào chữ Tái trong giáp cốt văn, có một nét gạch được vẽ ở miệng và đuôi cá. Đây là biểu hiện của mặt nước trên và dưới. Cá thường đưa miệng lên mặt nước để thở khi thiếu oxy. Chữ 再 biểu hiện hình ảnh đó, có nghĩa là 'lại' từ ý nghĩa con cá lặp đi lặp lại hành động đó.",,,,,
星,,,"Chữ 星 (tinh) là chữ có nghĩa là 'sao' hay 'thiên văn'. Chữ 星 là hình ảnh kết hợp giữa chữ 日 (nhật - mặt trời/ngày) và chữ 生 (sinh - sinh ra/cây). Chữ 生 vẽ cây cỏ. Tuy nhiên, nhìn vào chữ Tinh trong giáp cốt văn, chữ 口 (khẩu - miệng) được vẽ hai bên chữ 生. Chữ 口 ở đây biểu hiện các ngôi sao trên bầu trời đêm. Tuy nhiên, trong kim văn, chữ 口 đổi thành chữ 日 được vẽ treo ở đầu ngọn cỏ, và trong tiểu triện, chỉ dùng một chữ 日, tạo thành chữ Tinh hiện nay.",,,,,
期,,月,"Chữ 期 (kỳ) là chữ có nghĩa là 'kỳ hạn' hay 'hứa hẹn'. Chữ 期 là hình ảnh kết hợp giữa chữ 其 (kỳ - đó) và chữ 月 (nguyệt - mặt trăng/tháng). Chữ 其 có nghĩa là 'đó' hay 'cái đó', nhưng ở đây chỉ đóng vai trò phát âm. Mặt trăng thay đổi hình dạng theo chu kỳ, nên người xưa dựa vào sự thay đổi của mặt trăng để biết thời gian trôi qua. Vì vậy, chữ 月 được dùng trong chữ Kỳ có thể nói là để chỉ sự trôi chảy của thời gian.",,,,,
弟,,,"Chữ 弟 (đệ) là chữ có nghĩa là 'em trai' hay 'người nhỏ tuổi hơn'. Mặc dù chữ 弓 (cung - cung tên) được chỉ định làm bộ thủ của chữ 弟, nhưng nó không liên quan gì đến 'cung'. Bởi vì chữ 弟 là chữ vẽ hình ảnh sợi dây quấn quanh khúc gỗ. Chữ 弟 ban đầu có nghĩa là 'thứ tự' hay 'lần lượt' vì sợi dây được buộc theo thứ tự vào khúc gỗ. Tuy nhiên, sau này khi nó có nghĩa là thứ tự giữa anh em, tức là 'em trai', nên hiện nay chữ 第 (đệ - thứ tự) được thêm chữ 竹 (trúc - tre) vào để thay thế nghĩa gốc.",,,,,
妈,,,Âm đọc gốc của 「마」 là 「mỗ」. Được tạo thành từ bộ nữ (女 ☞ phụ nữ) biểu thị ý nghĩa và chữ Mã (馬 - ngựa) biểu thị âm đọc (ma) hợp lại.,,,,,
衣,,,"Chữ 衣 (y) là chữ có nghĩa là 'áo' hay 'mặc'. Chữ 衣 vẽ 'áo trên', trong giáp cốt văn vẽ cả cổ áo, hai ống tay áo và vạt áo cùng nhau. Do đó, nghĩa gốc của chữ 衣 cũng là 'áo trên'. Cổ đại, áo trên được gọi là 衣, áo dưới gọi là 裳 (thường - váy). Lý do gọi 'áo' là y phục (衣裳) là vì kết hợp áo trên và áo dưới. Tuy nhiên, chữ 衣 hiện nay không phân biệt điều này, nên khi được dùng làm bộ thủ, nó chỉ truyền đạt ý nghĩa liên quan đến 'áo'. Điều cần chú ý là khi chữ 衣 được dùng làm bộ thủ, nó đổi thành 衤, nên có thể nhầm lẫn với bộ thủ của chữ 示=礻 (thị - biểu thị).",,,,,
服,fú,月、𠬝,"Chữ 服 (phục) là chữ có nghĩa là 'y phục' hay 'phục tùng'. Chữ 服 là hình ảnh kết hợp giữa chữ 月 (nguyệt - mặt trăng), chữ 卩 (tiết - khớp/ấn hiệu), chữ 又 (hữu - lại/tay). Tuy nhiên, chữ Phục không liên quan gì đến 'mặt trăng'. Bởi vì, trong giáp cốt văn vẽ thuyền (舟). Chữ Phục trong giáp cốt văn biểu hiện hình ảnh dẫn dắt (又) người đang quỳ gối (卩) lên thuyền (舟). Người quỳ gối ở đây là tội nhân. Tức là chữ Phục vẽ hình ảnh áp giải tội nhân lên thuyền. Do đó, chữ Phục được tạo ra với nghĩa là 'bắt phục tùng' hay 'đầu hàng' từ ý nghĩa bắt tội nhân tuân theo, nhưng sau này nghĩa 'y phục' được phái sinh. Lưu ý, trong chữ Hán có trường hợp chữ 舟 bị nhầm sang chữ 月.",【服务、衣服】,,,,
衤,,,,,,,,
礻 ,,,,,,,,
光,,儿,"Chữ 光 (quang) là chữ có nghĩa là 'ánh sáng' hay 'sáng'. Chữ 光 là hình ảnh kết hợp giữa chữ 儿 (nhân - người hiền) và chữ 火 (hỏa - lửa). Chữ Quang vẽ hình ảnh ánh sáng phát ra trên đầu người. Nhìn vào chữ Quang trong giáp cốt văn, chữ 火 (hỏa - lửa) được vẽ phía trên chữ 儿. Điều này biểu hiện xung quanh người rất sáng. Do đó, chữ Quang có nghĩa là 'ánh sáng' hay 'chiếu sáng'.",,,,,
盘,,,"Chữ 盤 (bàn) là chữ có nghĩa là 'mâm' hay 'khay'. Chữ 盤 là hình ảnh kết hợp giữa chữ 般 (ban - thông thường) và chữ 皿 (mãnh - bát đĩa). Chữ 般 vẽ hình ảnh dùng thìa lấy thức ăn trong bát, nghĩa gốc là 'mâm'. Do đó, chữ 般 được dùng trước với nghĩa là 'mâm'. Tuy nhiên, sau này nghĩa ăn cơm là việc rất 'thường ngày' được mở rộng, nên nó được giả tá (mượn nghĩa) thành nghĩa 'thông thường'. Do đó, trong kim văn, chữ 盤 được thêm chữ 皿 vào để có nghĩa là 'mâm' hay 'khay' đựng thức ăn. Lưu ý, chữ 舟 (chu - thuyền) được dùng trong chữ 盤 là do cái bát trong giáp cốt văn bị thay đổi nhầm.",,,,,
重,,,"Chữ 重 (trọng/trùng) là chữ có nghĩa là 'nặng' hay 'quý báu'. Mặc dù chữ 里 (lý - làng) được chỉ định làm bộ thủ của chữ 重, nhưng nó không liên quan gì đến làng. Bởi vì chữ 重 là sự kết hợp của chữ 東 (đông - hướng đông/gói đồ) và chữ 人 (nhân - người). Chữ 東 ban đầu vẽ gói đồ được buộc chặt bốn phía bằng dây. Nhìn vào chữ Trọng trong kim văn, chữ 東 được vẽ dưới chữ 人, điều này biểu hiện nghĩa đang vác gói đồ trên lưng. Do đó, chữ 重 có nghĩa là 'nặng' từ ý nghĩa vác gói đồ nặng. Trong gói đồ có những thứ rất quan trọng như hạt giống cây trồng. Vì vậy, chữ 重 cũng có nghĩa là 'quý báu' hay 'quan trọng'.",,,,,
药,,,"Chữ 藥 (dược) là chữ có nghĩa là 'thuốc' hay 'dược thảo'. Chữ 藥 là hình ảnh kết hợp giữa chữ 艹 (thảo - cỏ) và chữ 樂 (lạc - vui). Chữ 樂 vẽ nhạc cụ có dây như đàn tranh, có nghĩa là 'phong lưu' hay 'vui vẻ'. Bị bệnh rõ ràng là trạng thái không vui. Do đó, sự kết hợp của chữ 樂 có nghĩa 'vui vẻ' và chữ 艹 có nghĩa cỏ là nghĩa ăn dược thảo (艹) để quay trở lại trạng thái vui vẻ (樂).",,,,,
把,,,"Chữ 把 có nghĩa là 'nắm' hay 'cầm'. Chữ 把 là hình ảnh kết hợp giữa chữ 手 (thủ - tay) và chữ 巴 (ba - đuôi). Nghĩa từ điển của chữ 巴 là 'đuôi', nhưng nhìn vào chữ Ba trong giáp cốt văn, có thể thấy đó là vẽ người đang vươn tay. Hình ảnh quỳ gối và vươn tay dài ra như thể sắp nắm lấy thứ gì đó. Chữ Bả là chữ biểu hiện nghĩa vươn tay nắm lấy vật gì đó, được tạo ra bằng cách thêm chữ 手 vào chữ 巴 vẽ hình ảnh vươn tay như vậy.",,,,,
